CustomerKey,FirstName,LastName,Gender,EmailAddress,TotalChildren
11122,Byron,Vazquez,M,byron9@adventure-works.com,5
11123,Philip,Alvarez,M,philip4@adventure-works.com,5
11124,Ross,Jordan,M,ross1@adventure-works.com,1
11126,Shaun,Carson,M,shaun16@adventure-works.com,2
11134,Larry,Townsend,M,larry14@adventure-works.com,5
11135,Marcus,Harris,M,marcus14@adventure-works.com,0
11140,Javier,Alvarez,M,javier1@adventure-works.com,0
11142,Eduardo,Patterson,M,eduardo55@adventure-works.com,0
11143,Jonathan,Henderson,M,jonathan4@adventure-works.com,0
11144,Edward,Hernandez,M,edward48@adventure-works.com,0
11147,Ernest,Wu,M,ernest6@adventure-works.com,2
11148,Ross,Vazquez,M,ross32@adventure-works.com,2
11149,Theodore,Gill,M,theodore14@adventure-works.com,2
11150,Russell,Shen,M,russell6@adventure-works.com,2
11152,James,Williams,M,james77@adventure-works.com,0
11155,Hunter,Robinson,M,hunter50@adventure-works.com,0
11158,Jason,Wright,M,jason46@adventure-works.com,0
11160,Maurice,Tang,M,maurice4@adventure-works.com,0
11162,Chase,Cox,M,chase10@adventure-works.com,0
11163,Gabriel,Wang,M,gabriel21@adventure-works.com,0
11164,Devin,Brooks,M,devin63@adventure-works.com,0
11168,David,Rodriguez,M,david83@adventure-works.com,0
11169,Bryce,Richardson,M,bryce8@adventure-works.com,4
11171,Jonathan,Hill,M,jonathan43@adventure-works.com,1
11174,Nicholas,Robinson,M,nicholas19@adventure-works.com,0
11175,Luis,Wang,M,luis24@adventure-works.com,0
11176,Mason,Roberts,M,mason25@adventure-works.com,4
11177,Jose,Flores,M,jose6@adventure-works.com,2
11178,Nathan,Johnson,M,nathan55@adventure-works.com,2
11181,Devin,Martin,M,devin13@adventure-works.com,2
11189,Lawrence,Blanco,M,lawrence14@adventure-works.com,4
11190,Carson,Bryant,M,carson17@adventure-works.com,5
11192,James,Brown,M,james79@adventure-works.com,4
11193,Ian,Gray,M,ian72@adventure-works.com,4
11196,Alfredo,Romero,M,alfredo10@adventure-works.com,5
11200,Jason,Griffin,M,jason18@adventure-works.com,4
11203,Luis,Diaz,M,luis21@adventure-works.com,2
11206,Blake,Flores,M,blake60@adventure-works.com,2
11210,Edward,Wood,M,edward50@adventure-works.com,4
11214,Charles,Miller,M,charles9@adventure-works.com,2
11219,Charles,Cook,M,charles69@adventure-works.com,2
11221,Nathan,Perry,M,nathan3@adventure-works.com,4
11227,Marshall,Chavez,M,marshall35@adventure-works.com,2
11229,Adrian,Stewart,M,adrian21@adventure-works.com,4
11231,Dennis,Zhang,M,dennis1@adventure-works.com,2
11233,Todd,Li,M,todd5@adventure-works.com,4
11235,Angel,Stewart,M,angel24@adventure-works.com,4
11236,Jeremy,Butler,M,jeremy29@adventure-works.com,5
11237,Clarence,Anand,M,clarence36@adventure-works.com,2
11242,Larry,Munoz,M,larry9@adventure-works.com,2
11245,Ricky,Vazquez,M,ricky15@adventure-works.com,3
11248,Tristan,Alexander,M,tristan19@adventure-works.com,3
11251,Xavier,Long,M,xavier51@adventure-works.com,4
11252,Nicholas,Thompson,M,nicholas16@adventure-works.com,3
11253,José,Hernandez,M,josé54@adventure-works.com,2
11254,Johnathan,Vance,M,johnathan5@adventure-works.com,4
11255,Colin,Lin,M,colin8@adventure-works.com,4
11258,Xavier,Hill,M,xavier26@adventure-works.com,1
11264,Eduardo,Martin,M,eduardo13@adventure-works.com,5
11267,David,Diaz,M,david55@adventure-works.com,4
11269,Ryan,Foster,M,ryan19@adventure-works.com,2
11270,Robert,Lee,M,robert82@adventure-works.com,2
11273,Nathan,Lal,M,nathan26@adventure-works.com,2
11274,Kyle,Foster,M,kyle11@adventure-works.com,2
11277,Charles,Jackson,M,charles15@adventure-works.com,4
11278,Jonathan,Phillips,M,jonathan35@adventure-works.com,0
11280,Robert,Collins,M,robert45@adventure-works.com,0
11282,Christian,Thomas,M,christian46@adventure-works.com,5
11283,Arturo,Lal,M,arturo33@adventure-works.com,1
11285,Jeremy,Anderson,M,jeremy2@adventure-works.com,1
11286,Hunter,Griffin,M,hunter16@adventure-works.com,0
11287,Henry,Garcia,M,henry16@adventure-works.com,5
11292,Seth,Phillips,M,seth42@adventure-works.com,1
11293,Luke,Long,M,luke28@adventure-works.com,2
11294,Dalton,Clark,M,dalton18@adventure-works.com,2
11297,Noah,Coleman,M,noah2@adventure-works.com,4
11298,Jon,Luo,M,jon46@adventure-works.com,4
11299,Orlando,Vazquez,M,orlando14@adventure-works.com,4
11300,Fernando,Barnes,M,fernando47@adventure-works.com,5
11301,Cameron,Rodriguez,M,cameron38@adventure-works.com,5
11302,Spencer,Russell,M,spencer22@adventure-works.com,4
11305,Sean,Evans,M,sean31@adventure-works.com,3
11306,Micah,Zhou,M,micah19@adventure-works.com,3
11307,Hunter,Rodriguez,M,hunter53@adventure-works.com,2
11308,Ian,Gonzales,M,ian57@adventure-works.com,2
11313,Trevor,Jenkins,M,trevor6@adventure-works.com,3
11316,Luke,Allen,M,luke52@adventure-works.com,3
11321,Terrance,Raman,M,terrance9@adventure-works.com,5
11323,Jose,Patterson,M,jose33@adventure-works.com,2
11324,Zachary,Anderson,M,zachary39@adventure-works.com,5
11325,Elijah,Ross,M,elijah7@adventure-works.com,5
11326,Rafael,Xie,M,rafael26@adventure-works.com,2
11327,Jaime,Moreno,M,jaime48@adventure-works.com,5
11328,Julian,Griffin,M,julian20@adventure-works.com,5
11329,Andy,Alvarez,M,andy9@adventure-works.com,5
11330,Ryan,Thompson,M,ryan38@adventure-works.com,2
11336,Shaun,Raji,M,shaun21@adventure-works.com,1
11337,Jerome,Romero,M,jerome7@adventure-works.com,1
11338,Frank,Navarro,M,frank17@adventure-works.com,1
11339,Dennis,She,M,dennis25@adventure-works.com,1
11341,Randy,Zeng,M,randy24@adventure-works.com,1
11342,Marshall,Wang,M,marshall0@adventure-works.com,5
11343,Arthur,Carlson,M,arthur41@adventure-works.com,1
11347,Roy,Navarro,M,roy30@adventure-works.com,2
11348,Shawn,Rai,M,shawn19@adventure-works.com,2
11352,Raymond,Rodriguez,M,raymond20@adventure-works.com,2
11355,Roberto,Gutierrez,M,roberto11@adventure-works.com,1
11356,Terrence,Carson,M,terrence15@adventure-works.com,0
11357,Ramon,Ye,M,ramon9@adventure-works.com,0
11359,Jarrod,Prasad,M,jarrod9@adventure-works.com,0
11360,Tyrone,Serrano,M,tyrone15@adventure-works.com,0
11362,Damien,Shan,M,damien26@adventure-works.com,0
11363,Julian,Ross,M,julian5@adventure-works.com,0
11367,Calvin,Nara,M,calvin15@adventure-works.com,0
11368,Edward,Miller,M,edward28@adventure-works.com,1
11374,Jimmy,Ortega,M,jimmy26@adventure-works.com,1
11375,Francisco,Martinez,M,francisco19@adventure-works.com,1
11376,Lance,Vazquez,M,lance14@adventure-works.com,1
11377,David,Robinett,M,david22@adventure-works.com,4
11379,Gary,Vazquez,M,gary25@adventure-works.com,1
11380,Mitchell,Kumar,M,mitchell7@adventure-works.com,2
11382,Edward,Patterson,M,edward59@adventure-works.com,2
11385,Miguel,Allen,M,miguel24@adventure-works.com,3
11388,Joseph,Martin,M,joseph21@adventure-works.com,3
11389,Karl,Shan,M,karl11@adventure-works.com,1
11392,Willie,Zhao,M,willie8@adventure-works.com,2
11393,Kurt,Pal,M,kurt12@adventure-works.com,2
11394,George,McDonald,M,george13@adventure-works.com,2
11396,Ian,Lopez,M,ian27@adventure-works.com,2
11398,Colin,Nath,M,colin41@adventure-works.com,0
11400,Franklin,Raji,M,franklin38@adventure-works.com,0
11407,Mario,She,M,mario0@adventure-works.com,2
11408,Darren,Gill,M,darren36@adventure-works.com,2
11410,Maurice,Goel,M,maurice20@adventure-works.com,1
11411,Devin,Ross,M,devin69@adventure-works.com,3
11414,Ian,Richardson,M,ian76@adventure-works.com,4
11415,Randy,She,M,randy25@adventure-works.com,5
11418,Rafael,Hu,M,rafael20@adventure-works.com,5
11419,Kyle,Scott,M,kyle43@adventure-works.com,3
11420,Jordan,Turner,M,jordan59@adventure-works.com,2
11422,Dustin,Deng,M,dustin1@adventure-works.com,4
11426,Kristopher,Mehta,M,kristopher12@adventure-works.com,3
11429,Marco,Lopez,M,marco17@adventure-works.com,4
11431,Bryant,Garcia,M,bryant14@adventure-works.com,4
11433,Maurice,Shan,M,maurice11@adventure-works.com,5
11434,Andre,Lopez,M,andre16@adventure-works.com,5
11437,Alfredo,Moreno,M,alfredo7@adventure-works.com,4
11440,Sergio,Weber,M,sergio4@adventure-works.com,5
11442,Joseph,Harris,M,joseph20@adventure-works.com,5
11448,Kyle,Patterson,M,kyle5@adventure-works.com,0
11449,Alvin,Hu,M,alvin19@adventure-works.com,0
11450,Brett,Mehta,M,brett13@adventure-works.com,4
11451,Ruben,Muñoz,M,ruben30@adventure-works.com,0
11453,Stanley,Malhotra,M,stanley5@adventure-works.com,0
11455,Ross,Sanz,M,ross38@adventure-works.com,0
11456,Jon,Gao,M,jon35@adventure-works.com,5
11460,Melvin,Chande,M,melvin13@adventure-works.com,0
11461,Victor,Jimenez,M,victor7@adventure-works.com,0
11464,Alejandro,Huang,M,alejandro8@adventure-works.com,0
11465,Louis,Luo,M,louis23@adventure-works.com,0
11466,Grant,Tang,M,grant6@adventure-works.com,0
11467,Arturo,Zheng,M,arturo21@adventure-works.com,1
11469,Edwin,Raji,M,edwin44@adventure-works.com,0
11470,Jay,Suarez,M,jay49@adventure-works.com,0
11472,Kenneth,Kumar,M,kenneth7@adventure-works.com,3
11474,Melvin,Xu,M,melvin5@adventure-works.com,0
11475,Cesar,Subram,M,cesar12@adventure-works.com,0
11477,Tristan,Hughes,M,tristan12@adventure-works.com,0
11478,Billy,Hernandez,M,billy5@adventure-works.com,0
11479,Darryl,Wu,M,darryl6@adventure-works.com,1
11483,Calvin,Chande,M,calvin13@adventure-works.com,1
11484,Erick,Sai,M,erick5@adventure-works.com,2
11485,Donald,Chandra,M,donald4@adventure-works.com,2
11488,Jermaine,Lopez,M,jermaine15@adventure-works.com,0
11490,Danny,Rubio,M,danny22@adventure-works.com,0
11491,Andre,Perez,M,andre20@adventure-works.com,0
11492,Terrence,Chander,M,terrence16@adventure-works.com,0
11494,Jimmy,Gutierrez,M,jimmy14@adventure-works.com,2
11495,Francis,Jimenez,M,francis3@adventure-works.com,2
11496,Gary,Ortega,M,gary31@adventure-works.com,2
11498,Arturo,Sun,M,arturo14@adventure-works.com,3
11499,Pedro,Vance,M,pedro4@adventure-works.com,3
11502,Jared,Peterson,M,jared8@adventure-works.com,4
11503,Dennis,Wu,M,dennis8@adventure-works.com,1
11506,Nicholas,Brown,M,nicholas6@adventure-works.com,0
11510,Seth,Roberts,M,seth40@adventure-works.com,1
11511,Caleb,Perry,M,caleb4@adventure-works.com,1
11514,Dalton,Diaz,M,dalton67@adventure-works.com,1
11518,Edward,Washington,M,edward62@adventure-works.com,1
11519,Jerome,Navarro,M,jerome8@adventure-works.com,1
11522,Christian,Hughes,M,christian26@adventure-works.com,5
11523,Lucas,Taylor,M,lucas22@adventure-works.com,1
11529,Austin,Bryant,M,austin14@adventure-works.com,1
11530,Andrew,Martinez,M,andrew24@adventure-works.com,1
11534,Cameron,Lewis,M,cameron39@adventure-works.com,4
11535,Devin,Nelson,M,devin32@adventure-works.com,4
11536,Logan,Chow,M,logan25@adventure-works.com,4
11537,Dakota,Ross,M,dakota3@adventure-works.com,4
11539,Justin,Washington,M,justin10@adventure-works.com,4
11540,Alberto,Navarro,M,alberto11@adventure-works.com,4
11541,Aidan,Ross,M,aidan4@adventure-works.com,4
11542,Alejandro,Tang,M,alejandro30@adventure-works.com,1
11544,Joel,Garcia,M,joel14@adventure-works.com,1
11545,Reginald,Dominguez,M,reginald20@adventure-works.com,1
11548,Raymond,Sanchez,M,raymond21@adventure-works.com,0
11551,Shannon,Alvarez,M,shannon26@adventure-works.com,3
11552,Eddie,Rubio,M,eddie21@adventure-works.com,1
11556,Lucas,Evans,M,lucas10@adventure-works.com,1
11558,Ivan,Malhotra,M,ivan3@adventure-works.com,1
11559,Frederick,Subram,M,frederick12@adventure-works.com,1
11562,Jarrod,Gonzalez,M,jarrod17@adventure-works.com,1
11563,Cesar,Srini,M,cesar7@adventure-works.com,1
11564,Jorge,Liang,M,jorge19@adventure-works.com,1
11565,Erik,Diaz,M,erik4@adventure-works.com,2
11569,Troy,Malhotra,M,troy5@adventure-works.com,1
11571,Joel,Sai,M,joel5@adventure-works.com,1
11572,Billy,Moreno,M,billy8@adventure-works.com,1
11575,Jackson,Campbell,M,jackson37@adventure-works.com,2
11576,Micah,Zhu,M,micah1@adventure-works.com,1
11579,Clayton,Beck,M,clayton38@adventure-works.com,3
11580,Melvin,Raje,M,melvin12@adventure-works.com,1
11584,Devin,Carter,M,devin33@adventure-works.com,1
11586,Alberto,Romero,M,alberto10@adventure-works.com,1
11587,Kevin,Bryant,M,kevin20@adventure-works.com,2
11592,Darrell,Raji,M,darrell9@adventure-works.com,0
11593,Armando,Moreno,M,armando6@adventure-works.com,0
11594,Corey,Goel,M,corey16@adventure-works.com,4
11595,Sebastian,Howard,M,sebastian12@adventure-works.com,5
11596,Roger,Raje,M,roger41@adventure-works.com,1
11601,Ivan,Raman,M,ivan8@adventure-works.com,0
11602,Larry,Gill,M,larry16@adventure-works.com,0
11603,Geoffrey,Gonzalez,M,geoffrey16@adventure-works.com,0
11604,Edgar,Sanchez,M,edgar21@adventure-works.com,0
11607,Clinton,Moreno,M,clinton3@adventure-works.com,0
11608,Cesar,Madan,M,cesar6@adventure-works.com,0
11609,Eugene,Ye,M,eugene13@adventure-works.com,0
11610,Blake,Collins,M,blake47@adventure-works.com,0
11611,Ernest,Lin,M,ernest7@adventure-works.com,0
11612,Keith,Andersen,M,keith16@adventure-works.com,0
11615,Dwayne,Navarro,M,dwayne9@adventure-works.com,1
11617,Sean,Brooks,M,sean8@adventure-works.com,4
11618,Brian,Ramirez,M,brian19@adventure-works.com,4
11622,Gabriel,Allen,M,gabriel53@adventure-works.com,0
11624,Ryan,Smith,M,ryan39@adventure-works.com,1
11625,Zachary,Moore,M,zachary37@adventure-works.com,1
11627,Dalton,Gray,M,dalton76@adventure-works.com,1
11629,Isaiah,Wright,M,isaiah45@adventure-works.com,4
11631,Antonio,Bennett,M,antonio1@adventure-works.com,1
11633,Thomas,Anderson,M,thomas71@adventure-works.com,1
11634,Samuel,Collins,M,samuel33@adventure-works.com,1
11635,Darrell,Chande,M,darrell4@adventure-works.com,1
11638,Antonio,Powell,M,antonio8@adventure-works.com,1
11641,James,Chen,M,james41@adventure-works.com,1
11644,Charles,Torres,M,charles52@adventure-works.com,2
11647,Randy,Wu,M,randy8@adventure-works.com,2
11648,Kevin,Scott,M,kevin50@adventure-works.com,1
11649,Ian,White,M,ian12@adventure-works.com,1
11650,Caleb,Hayes,M,caleb19@adventure-works.com,1
11652,Samuel,Russell,M,samuel19@adventure-works.com,1
11658,Robert,Mitchell,M,robert53@adventure-works.com,1
11659,Miguel,Adams,M,miguel32@adventure-works.com,1
11661,Jeremiah,James,M,jeremiah39@adventure-works.com,1
11662,Ethan,Kumar,M,ethan24@adventure-works.com,2
11663,Seth,Williams,M,seth2@adventure-works.com,4
11666,Angel,Baker,M,angel30@adventure-works.com,2
11667,Blake,Moore,M,blake7@adventure-works.com,2
11672,Chad,Jai,M,chad13@adventure-works.com,3
11675,Devin,Martinez,M,devin16@adventure-works.com,4
11676,Alan,Hu,M,alan24@adventure-works.com,0
11677,Charles,Walker,M,charles27@adventure-works.com,2
11678,Johnny,Chavez,M,johnny16@adventure-works.com,5
11679,Dalton,Richardson,M,dalton80@adventure-works.com,5
11683,Greg,Taylor,M,greg10@adventure-works.com,2
11684,Devin,Parker,M,devin40@adventure-works.com,0
11685,Jose,Griffin,M,jose15@adventure-works.com,0
11686,Luke,Edwards,M,luke33@adventure-works.com,0
11687,Cody,Torres,M,cody5@adventure-works.com,0
11689,Ian,Diaz,M,ian62@adventure-works.com,3
11692,Caleb,Gonzales,M,caleb14@adventure-works.com,0
11694,Jonathon,Ortega,M,jonathon16@adventure-works.com,4
11695,Logan,Campbell,M,logan33@adventure-works.com,5
11697,Eduardo,Lee,M,eduardo21@adventure-works.com,4
11698,Jackson,Wright,M,jackson51@adventure-works.com,4
11699,Chase,Peterson,M,chase5@adventure-works.com,4
11700,Xavier,Richardson,M,xavier76@adventure-works.com,4
11701,David,Hayes,M,david56@adventure-works.com,4
11704,Evan,Hernandez,M,evan45@adventure-works.com,0
11706,Blake,Perez,M,blake39@adventure-works.com,4
11711,Daniel,Davis,M,daniel23@adventure-works.com,1
11713,Kyle,Zhang,M,kyle19@adventure-works.com,1
11716,Evan,Kelly,M,evan2@adventure-works.com,4
11717,Marcus,Jones,M,marcus3@adventure-works.com,1
11719,Blake,Green,M,blake32@adventure-works.com,4
11722,Julian,Hughes,M,julian13@adventure-works.com,1
11723,Luke,Coleman,M,luke24@adventure-works.com,0
11724,Jason,Carter,M,jason39@adventure-works.com,0
11725,Jose,Li,M,jose20@adventure-works.com,0
11726,Micah,Liang,M,micah4@adventure-works.com,0
11727,Benjamin,Taylor,M,benjamin43@adventure-works.com,0
11728,Logan,White,M,logan64@adventure-works.com,1
11729,Caleb,Campbell,M,caleb36@adventure-works.com,1
11732,Erick,Sanchez,M,erick20@adventure-works.com,1
11734,Omar,Chen,M,omar2@adventure-works.com,1
11736,Sebastian,Sanchez,M,sebastian16@adventure-works.com,1
11738,Elijah,Alexander,M,elijah20@adventure-works.com,4
11739,Aaron,King,M,aaron51@adventure-works.com,2
11742,Edward,Lewis,M,edward43@adventure-works.com,3
11743,Chase,Kelly,M,chase3@adventure-works.com,1
11746,Seth,Brooks,M,seth74@adventure-works.com,1
11748,Blake,Hill,M,blake30@adventure-works.com,5
11749,Eduardo,Jackson,M,eduardo10@adventure-works.com,4
11755,Willie,Pal,M,willie31@adventure-works.com,2
11757,Vincent,Cai,M,vincent21@adventure-works.com,5
11758,Colin,Yuan,M,colin30@adventure-works.com,5
11761,Edgar,Mehta,M,edgar15@adventure-works.com,5
11762,Randall,Gomez,M,randall2@adventure-works.com,5
11763,Ross,Fernandez,M,ross15@adventure-works.com,5
11765,Marc,Torres,M,marc15@adventure-works.com,5
11768,Clayton,Nara,M,clayton34@adventure-works.com,2
11770,Peter,Nara,M,peter21@adventure-works.com,0
11771,Isaac,Rivera,M,isaac16@adventure-works.com,0
11772,Cameron,Moore,M,cameron48@adventure-works.com,1
11773,Gavin,Diaz,M,gavin20@adventure-works.com,1
11776,Seth,Mitchell,M,seth38@adventure-works.com,1
11781,Carlos,Gray,M,carlos7@adventure-works.com,1
11784,Jose,Turner,M,jose42@adventure-works.com,1
11785,Theodore,Diaz,M,theodore3@adventure-works.com,1
11786,Ian,Murphy,M,ian82@adventure-works.com,1
11787,Jerry,Nath,M,jerry20@adventure-works.com,1
11790,Timothy,Gonzalez,M,timothy34@adventure-works.com,1
11791,Chase,Morgan,M,chase13@adventure-works.com,1
11793,Xavier,Rogers,M,xavier87@adventure-works.com,1
11797,Devin,Coleman,M,devin44@adventure-works.com,2
11798,Brendan,Chande,M,brendan13@adventure-works.com,2
11799,Jessie,Wang,M,jessie7@adventure-works.com,2
11801,Aaron,Sharma,M,aaron30@adventure-works.com,1
11805,Richard,Green,M,richard25@adventure-works.com,2
11807,Lucas,Baker,M,lucas48@adventure-works.com,3
11808,James,Parker,M,james57@adventure-works.com,1
11809,Juan,Gray,M,juan16@adventure-works.com,2
11810,Antonio,Washington,M,antonio13@adventure-works.com,0
11812,Andrew,Rodriguez,M,andrew27@adventure-works.com,0
11814,Dalton,Morgan,M,dalton84@adventure-works.com,2
11816,Joe,Torres,M,joe35@adventure-works.com,4
11818,Daniel,Garcia,M,daniel8@adventure-works.com,4
11819,Jose,Lal,M,jose23@adventure-works.com,2
11821,Austin,Johnson,M,austin40@adventure-works.com,0
11831,Christian,Ross,M,christian18@adventure-works.com,3
11833,Oscar,Price,M,oscar9@adventure-works.com,3
11834,Fernando,Flores,M,fernando55@adventure-works.com,3
11835,Elijah,Russell,M,elijah21@adventure-works.com,3
11836,Garrett,Travers,M,garrett9@adventure-works.com,3
11838,Justin,Rodriguez,M,justin48@adventure-works.com,3
11839,Tyler,Brown,M,tyler9@adventure-works.com,0
11840,Julian,Patterson,M,julian12@adventure-works.com,0
11841,Sean,Nelson,M,sean41@adventure-works.com,0
11842,Justin,Wilson,M,justin38@adventure-works.com,4
11848,Joshua,Lewis,M,joshua23@adventure-works.com,4
11852,Kyle,Russell,M,kyle15@adventure-works.com,4
11854,Jason,Mitchell,M,jason40@adventure-works.com,2
11855,Christian,Walker,M,christian44@adventure-works.com,4
11856,Seth,Hernandez,M,seth26@adventure-works.com,3
11858,Jordan,Coleman,M,jordan2@adventure-works.com,3
11859,Blake,Garcia,M,blake16@adventure-works.com,1
11866,Lucas,Scott,M,lucas46@adventure-works.com,1
11867,Nathaniel,James,M,nathaniel0@adventure-works.com,4
11871,Dalton,Bennett,M,dalton46@adventure-works.com,0
11873,Ryan,Zhang,M,ryan27@adventure-works.com,0
11874,Adrian,Bell,M,adrian15@adventure-works.com,0
11875,Jonathan,Brown,M,jonathan54@adventure-works.com,1
11879,Edgar,Sai,M,edgar6@adventure-works.com,1
11881,Richard,Mitchell,M,richard30@adventure-works.com,4
11882,Patrick,Stewart,M,patrick27@adventure-works.com,4
11885,Kurt,Sharma,M,kurt9@adventure-works.com,2
11887,Joseph,White,M,joseph19@adventure-works.com,1
11888,Aaron,Ross,M,aaron3@adventure-works.com,1
11889,Blake,Patterson,M,blake58@adventure-works.com,1
11892,Julio,Ortega,M,julio23@adventure-works.com,1
11893,Orlando,Carlson,M,orlando18@adventure-works.com,2
11895,Dustin,Chander,M,dustin16@adventure-works.com,1
11896,Frank,Carlson,M,frank26@adventure-works.com,1
11897,Orlando,Ashe,M,orlando5@adventure-works.com,2
11900,Byron,Carlson,M,byron12@adventure-works.com,2
11902,Drew,Pal,M,drew13@adventure-works.com,5
11905,Isaiah,Ramirez,M,isaiah6@adventure-works.com,1
11908,Rafael,Tang,M,rafael27@adventure-works.com,5
11915,Philip,Carlson,M,philip17@adventure-works.com,0
11916,Joe,Rana,M,joe14@adventure-works.com,0
11917,Roy,Sanz,M,roy40@adventure-works.com,0
11919,Warren,Andersen,M,warren2@adventure-works.com,4
11921,Gilbert,Zhu,M,gilbert11@adventure-works.com,4
11922,James,Davis,M,james80@adventure-works.com,4
11924,Ian,Long,M,ian50@adventure-works.com,0
11926,Eduardo,Foster,M,eduardo60@adventure-works.com,0
11931,Marcus,Adams,M,marcus34@adventure-works.com,0
11933,Mathew,Rubio,M,mathew17@adventure-works.com,0
11934,Justin,Shan,M,justin27@adventure-works.com,0
11936,Hunter,Clark,M,hunter51@adventure-works.com,0
11937,Devin,Perez,M,devin35@adventure-works.com,0
11938,Seth,Alexander,M,seth67@adventure-works.com,0
11939,Kevin,Washington,M,kevin16@adventure-works.com,0
11940,Tyler,Miller,M,tyler11@adventure-works.com,3
11941,Adam,Roberts,M,adam34@adventure-works.com,0
11942,George,Gonzalez,M,george25@adventure-works.com,2
11945,Dennis,Huang,M,dennis7@adventure-works.com,0
11952,Dorothy,Robinson,M,dorothy3@adventure-works.com,2
11954,Joseph,Garcia,M,joseph23@adventure-works.com,0
11955,Gabriel,Green,M,gabriel45@adventure-works.com,0
11958,Dylan,Lal,M,dylan28@adventure-works.com,0
11963,Antonio,Patterson,M,antonio10@adventure-works.com,2
11964,Sharon,Salavaria,M,sharon4@adventure-works.com,2
11966,Rafael,Black,M,rafael44@adventure-works.com,2
11969,Randy,Xu,M,randy14@adventure-works.com,0
11974,Randy,Sun,M,randy15@adventure-works.com,0
11978,Jackson,Washington,M,jackson15@adventure-works.com,0
11979,Christopher,Johnson,M,christopher25@adventure-works.com,2
11984,Alex,Campbell,M,alex35@adventure-works.com,2
11986,Max,Alvarez,M,max5@adventure-works.com,0
11991,Frederick,Martinez,M,frederick14@adventure-works.com,1
11995,Kelvin,Carson,M,kelvin11@adventure-works.com,1
11999,Johnny,Shan,M,johnny11@adventure-works.com,1
12004,Jarrod,Suri,M,jarrod0@adventure-works.com,0
